# LET [MeV/cm], E [MeV], beta 
9.18224,73.2919,0.37492
9.17983,73.3168,0.374977
9.17743,73.3417,0.375034
9.17503,73.3666,0.37509
9.17262,73.3915,0.375147
9.17022,73.4164,0.375204
9.16783,73.4413,0.375261
9.16543,73.4662,0.375317
9.16303,73.4911,0.375374
9.16064,73.5161,0.375431
9.15825,73.541,0.375487
9.15586,73.5659,0.375544
9.15347,73.5908,0.375601
9.15108,73.6157,0.375657
9.1487,73.6406,0.375714
9.14631,73.6655,0.375771
9.14393,73.6904,0.375827
9.14155,73.7153,0.375884
9.13917,73.7402,0.375941
9.13679,73.7651,0.375997
9.13441,73.79,0.376054
9.13203,73.8149,0.37611
9.12966,73.8398,0.376167
9.12729,73.8647,0.376223
9.12492,73.8896,0.37628
9.12255,73.9145,0.376336
9.12018,73.9394,0.376393
9.11781,73.9643,0.376449
9.11545,73.9892,0.376506
9.11308,74.0141,0.376562
9.11072,74.039,0.376619
9.10836,74.0639,0.376675
9.106,74.0888,0.376731
9.10364,74.1137,0.376788
9.10129,74.1386,0.376844
9.09893,74.1635,0.376901
9.09658,74.1884,0.376957
9.09423,74.2133,0.377013
9.09188,74.2382,0.37707
9.08953,74.2631,0.377126
9.08718,74.288,0.377182
9.08484,74.3129,0.377239
9.08249,74.3378,0.377295
9.08015,74.3627,0.377351
9.07781,74.3876,0.377407
9.07547,74.4125,0.377464
9.07313,74.4374,0.37752
9.07079,74.4623,0.377576
9.06846,74.4872,0.377632
9.06612,74.5122,0.377689
9.06379,74.5371,0.377745
9.06146,74.562,0.377801
9.05913,74.5869,0.377857
9.0568,74.6118,0.377913
9.05447,74.6367,0.377969
9.05215,74.6616,0.378025
9.04982,74.6865,0.378082
9.0475,74.7114,0.378138
9.04518,74.7363,0.378194
9.04286,74.7612,0.37825
9.04054,74.7861,0.378306
9.03822,74.811,0.378362
9.03591,74.8359,0.378418
9.0336,74.8608,0.378474
9.03128,74.8857,0.37853
9.02897,74.9106,0.378586
9.02666,74.9355,0.378642
9.02435,74.9604,0.378698
9.02205,74.9853,0.378754
9.01974,75.0102,0.37881
9.01744,75.0351,0.378866
9.01514,75.06,0.378922
9.01283,75.0849,0.378978
9.01054,75.1098,0.379034
9.00824,75.1347,0.379089
9.00594,75.1596,0.379145
9.00365,75.1845,0.379201
9.00135,75.2094,0.379257
8.99906,75.2343,0.379313
8.99677,75.2592,0.379369
8.99448,75.2841,0.379424
8.99219,75.309,0.37948
8.9899,75.3339,0.379536
8.98762,75.3588,0.379592
8.98533,75.3837,0.379648
8.98305,75.4086,0.379703
8.98077,75.4335,0.379759
8.97849,75.4584,0.379815
8.97621,75.4833,0.37987
8.97394,75.5083,0.379926
8.97166,75.5332,0.379982
8.96939,75.5581,0.380038
8.96711,75.583,0.380093
8.96484,75.6079,0.380149
8.96257,75.6328,0.380205
8.9603,75.6577,0.38026
8.95804,75.6826,0.380316
8.95577,75.7075,0.380371
8.95351,75.7324,0.380427
8.95124,75.7573,0.380483
8.94898,75.7822,0.380538
8.94672,75.8071,0.380594
8.94446,75.832,0.380649
8.94221,75.8569,0.380705
8.93995,75.8818,0.38076
8.9377,75.9067,0.380816
8.93544,75.9316,0.380871
8.93319,75.9565,0.380927
8.93094,75.9814,0.380982
8.92869,76.0063,0.381038
8.92644,76.0312,0.381093
8.9242,76.0561,0.381149
8.92195,76.081,0.381204
8.91971,76.1059,0.381259
8.91747,76.1308,0.381315
8.91523,76.1557,0.38137
8.91299,76.1806,0.381425
8.91075,76.2055,0.381481
8.90851,76.2304,0.381536
8.90628,76.2553,0.381592
8.90404,76.2802,0.381647
8.90181,76.3051,0.381702
8.89958,76.33,0.381757
8.89735,76.3549,0.381813
8.89512,76.3798,0.381868
8.89289,76.4047,0.381923
8.89067,76.4296,0.381979
8.88844,76.4545,0.382034
8.88622,76.4794,0.382089
8.884,76.5044,0.382144
8.88178,76.5293,0.382199
8.87956,76.5542,0.382255
8.87734,76.5791,0.38231
8.87513,76.604,0.382365
8.87291,76.6289,0.38242
8.8707,76.6538,0.382475
8.86848,76.6787,0.38253
8.86627,76.7036,0.382585
8.86406,76.7285,0.382641
8.86186,76.7534,0.382696
8.85965,76.7783,0.382751
8.85744,76.8032,0.382806
8.85524,76.8281,0.382861
8.85304,76.853,0.382916
8.85083,76.8779,0.382971
8.84863,76.9028,0.383026
8.84644,76.9277,0.383081
8.84424,76.9526,0.383136
8.84204,76.9775,0.383191
8.83985,77.0024,0.383246
8.83765,77.0273,0.383301
8.83546,77.0522,0.383356
8.83327,77.0771,0.383411
8.83108,77.102,0.383466
8.82889,77.1269,0.383521
8.82671,77.1518,0.383576
8.82452,77.1767,0.38363
8.82234,77.2016,0.383685
8.82015,77.2265,0.38374
8.81797,77.2514,0.383795
8.81579,77.2763,0.38385
8.81361,77.3012,0.383905
8.81143,77.3261,0.38396
8.80926,77.351,0.384014
8.80708,77.3759,0.384069
8.80491,77.4008,0.384124
8.80274,77.4257,0.384179
8.80057,77.4506,0.384233
8.7984,77.4755,0.384288
8.79623,77.5005,0.384343
8.79406,77.5254,0.384398
8.79189,77.5503,0.384452
8.78973,77.5752,0.384507
8.78757,77.6001,0.384562
8.7854,77.625,0.384616
8.78324,77.6499,0.384671
8.78108,77.6748,0.384726
8.77893,77.6997,0.38478
8.77677,77.7246,0.384835
8.77461,77.7495,0.38489
8.77246,77.7744,0.384944
8.77031,77.7993,0.384999
8.76815,77.8242,0.385053
8.766,77.8491,0.385108
8.76386,77.874,0.385163
8.76171,77.8989,0.385217
8.75956,77.9238,0.385272
8.75742,77.9487,0.385326
8.75527,77.9736,0.385381
8.75313,77.9985,0.385435
8.75099,78.0234,0.38549
8.74885,78.0483,0.385544
8.74671,78.0732,0.385599
8.74457,78.0981,0.385653
8.74244,78.123,0.385707
8.7403,78.1479,0.385762
8.73817,78.1728,0.385816
8.73603,78.1977,0.385871
8.7339,78.2226,0.385925
8.73177,78.2475,0.385979
8.72964,78.2724,0.386034
8.72752,78.2973,0.386088
8.72539,78.3222,0.386143
8.72327,78.3471,0.386197
8.72114,78.372,0.386251
8.71902,78.3969,0.386306
8.7169,78.4218,0.38636
8.71478,78.4467,0.386414
8.71266,78.4716,0.386468
8.71054,78.4965,0.386523
8.70843,78.5215,0.386577
8.70631,78.5464,0.386631
8.7042,78.5713,0.386685
8.70209,78.5962,0.38674
8.69998,78.6211,0.386794
8.69787,78.646,0.386848
8.69576,78.6709,0.386902
8.69365,78.6958,0.386956
8.69154,78.7207,0.387011
8.68944,78.7456,0.387065
8.68734,78.7705,0.387119
8.68523,78.7954,0.387173
8.68313,78.8203,0.387227
8.68103,78.8452,0.387281
8.67893,78.8701,0.387335
8.67684,78.895,0.387389
8.67474,78.9199,0.387443
8.67265,78.9448,0.387497
8.67055,78.9697,0.387551
8.66846,78.9946,0.387606
8.66637,79.0195,0.38766
8.66428,79.0444,0.387714
8.66219,79.0693,0.387768
8.6601,79.0942,0.387822
8.65802,79.1191,0.387876
8.65593,79.144,0.387929
8.65385,79.1689,0.387983
8.65177,79.1938,0.388037
8.64969,79.2187,0.388091
8.64761,79.2436,0.388145
8.64553,79.2685,0.388199
8.64345,79.2934,0.388253
8.64137,79.3183,0.388307
8.6393,79.3432,0.388361
8.63722,79.3681,0.388415
8.63515,79.393,0.388468
8.63308,79.4179,0.388522
8.63101,79.4428,0.388576
8.62894,79.4677,0.38863
8.62687,79.4926,0.388684
8.62481,79.5176,0.388738
8.62274,79.5425,0.388791
8.62068,79.5674,0.388845
8.61861,79.5923,0.388899
8.61655,79.6172,0.388953
8.61449,79.6421,0.389006
8.61243,79.667,0.38906
8.61037,79.6919,0.389114
8.60832,79.7168,0.389167
8.60626,79.7417,0.389221
8.60421,79.7666,0.389275
8.60215,79.7915,0.389329
8.6001,79.8164,0.389382
8.59805,79.8413,0.389436
8.596,79.8662,0.389489
8.59395,79.8911,0.389543
8.5919,79.916,0.389597
8.58986,79.9409,0.38965
8.58781,79.9658,0.389704
8.58577,79.9907,0.389757
8.58373,80.0156,0.389811
8.58169,80.0405,0.389865
8.57965,80.0654,0.389918
8.57761,80.0903,0.389972
8.57557,80.1152,0.390025
8.57353,80.1401,0.390079
8.5715,80.165,0.390132
8.56946,80.1899,0.390186
8.56743,80.2148,0.390239
8.5654,80.2397,0.390293
8.56337,80.2646,0.390346
8.56134,80.2895,0.3904
8.55931,80.3144,0.390453
8.55728,80.3393,0.390506
8.55526,80.3642,0.39056
8.55323,80.3891,0.390613
8.55121,80.414,0.390667
8.54918,80.4389,0.39072
8.54716,80.4638,0.390773
8.54514,80.4887,0.390827
8.54312,80.5137,0.39088
8.54111,80.5386,0.390933
8.53909,80.5635,0.390987
8.53707,80.5884,0.39104
8.53506,80.6133,0.391093
8.53305,80.6382,0.391147
8.53104,80.6631,0.3912
8.52902,80.688,0.391253
8.52702,80.7129,0.391306
8.52501,80.7378,0.39136
8.523,80.7627,0.391413
8.52099,80.7876,0.391466
8.51899,80.8125,0.391519
8.51698,80.8374,0.391572
8.51498,80.8623,0.391626
8.51298,80.8872,0.391679
8.51098,80.9121,0.391732
8.50898,80.937,0.391785
8.50698,80.9619,0.391838
8.50499,80.9868,0.391891
8.50299,81.0117,0.391944
8.501,81.0366,0.391998
8.499,81.0615,0.392051
8.49701,81.0864,0.392104
8.49502,81.1113,0.392157
8.49303,81.1362,0.39221
8.49104,81.1611,0.392263
8.48905,81.186,0.392316
8.48707,81.2109,0.392369
8.48508,81.2358,0.392422
8.4831,81.2607,0.392475
8.48111,81.2856,0.392528
8.47913,81.3105,0.392581
8.47715,81.3354,0.392634
8.47517,81.3603,0.392687
8.47319,81.3852,0.39274
8.47121,81.4101,0.392793
8.46924,81.435,0.392846
8.46726,81.4599,0.392899
8.46529,81.4848,0.392952
8.46332,81.5098,0.393004
8.46134,81.5347,0.393057
8.45937,81.5596,0.39311
8.4574,81.5845,0.393163
8.45544,81.6094,0.393216
8.45347,81.6343,0.393269
8.4515,81.6592,0.393322
8.44954,81.6841,0.393374
8.44757,81.709,0.393427
8.44561,81.7339,0.39348
8.44365,81.7588,0.393533
8.44169,81.7837,0.393586
8.43973,81.8086,0.393638
8.43777,81.8335,0.393691
8.43581,81.8584,0.393744
8.43386,81.8833,0.393797
8.4319,81.9082,0.393849
8.42995,81.9331,0.393902
8.428,81.958,0.393955
8.42604,81.9829,0.394007
8.42409,82.0078,0.39406
8.42214,82.0327,0.394113
8.4202,82.0576,0.394165
8.41825,82.0825,0.394218
8.4163,82.1074,0.394271
8.41436,82.1323,0.394323
8.41241,82.1572,0.394376
8.41047,82.1821,0.394428
8.40853,82.207,0.394481
8.40659,82.2319,0.394534
8.40465,82.2568,0.394586
8.40271,82.2817,0.394639
8.40077,82.3066,0.394691
8.39884,82.3315,0.394744
8.3969,82.3564,0.394796
8.39497,82.3813,0.394849
8.39304,82.4062,0.394901
8.3911,82.4311,0.394954
8.38917,82.456,0.395006
8.38724,82.4809,0.395059
8.38531,82.5059,0.395111
8.38339,82.5308,0.395164
8.38146,82.5557,0.395216
8.37954,82.5806,0.395269
8.37761,82.6055,0.395321
8.37569,82.6304,0.395373
8.37377,82.6553,0.395426
8.37185,82.6802,0.395478
8.36993,82.7051,0.395531
8.36801,82.73,0.395583
8.36609,82.7549,0.395635
8.36417,82.7798,0.395688
8.36226,82.8047,0.39574
8.36034,82.8296,0.395792
8.35843,82.8545,0.395845
8.35652,82.8794,0.395897
8.35461,82.9043,0.395949
8.3527,82.9292,0.396001
8.35079,82.9541,0.396054
8.34888,82.979,0.396106
8.34697,83.0039,0.396158
8.34507,83.0288,0.39621
8.34316,83.0537,0.396263
8.34126,83.0786,0.396315
8.33936,83.1035,0.396367
8.33746,83.1284,0.396419
8.33555,83.1533,0.396471
8.33366,83.1782,0.396524
8.33176,83.2031,0.396576
8.32986,83.228,0.396628
8.32796,83.2529,0.39668
8.32607,83.2778,0.396732
8.32417,83.3027,0.396784
8.32228,83.3276,0.396836
8.32039,83.3525,0.396888
8.3185,83.3774,0.396941
8.31661,83.4023,0.396993
8.31472,83.4272,0.397045
8.31283,83.4521,0.397097
8.31095,83.477,0.397149
8.30906,83.502,0.397201
8.30718,83.5269,0.397253
8.30529,83.5518,0.397305
8.30341,83.5767,0.397357
8.30153,83.6016,0.397409
8.29965,83.6265,0.397461
8.29777,83.6514,0.397513
8.29589,83.6763,0.397565
8.29401,83.7012,0.397617
8.29214,83.7261,0.397669
8.29026,83.751,0.39772
8.28839,83.7759,0.397772
8.28652,83.8008,0.397824
8.28464,83.8257,0.397876
8.28277,83.8506,0.397928
8.2809,83.8755,0.39798
8.27903,83.9004,0.398032
8.27717,83.9253,0.398084
8.2753,83.9502,0.398135
8.27343,83.9751,0.398187
8.27157,84,0.398239
8.26971,84.0249,0.398291
8.26784,84.0498,0.398343
8.26598,84.0747,0.398395
8.26412,84.0996,0.398446
8.26226,84.1245,0.398498
8.2604,84.1494,0.39855
8.25855,84.1743,0.398602
8.25669,84.1992,0.398653
8.25483,84.2241,0.398705
8.25298,84.249,0.398757
8.25113,84.2739,0.398808
8.24928,84.2988,0.39886
8.24742,84.3237,0.398912
8.24557,84.3486,0.398963
8.24372,84.3735,0.399015
8.24188,84.3984,0.399067
8.24003,84.4233,0.399118
8.23818,84.4482,0.39917
8.23634,84.4731,0.399222
8.23449,84.498,0.399273
8.23265,84.523,0.399325
8.23081,84.5479,0.399376
8.22897,84.5728,0.399428
8.22713,84.5977,0.39948
8.22529,84.6226,0.399531
8.22345,84.6475,0.399583
8.22161,84.6724,0.399634
8.21978,84.6973,0.399686
8.21794,84.7222,0.399737
8.21611,84.7471,0.399789
8.21428,84.772,0.39984
8.21244,84.7969,0.399892
8.21061,84.8218,0.399943
8.20878,84.8467,0.399995
8.20696,84.8716,0.400046
8.20513,84.8965,0.400098
8.2033,84.9214,0.400149
8.20147,84.9463,0.4002
8.19965,84.9712,0.400252
8.19783,84.9961,0.400303
8.196,85.021,0.400355
8.19418,85.0459,0.400406
8.19236,85.0708,0.400457
8.19054,85.0957,0.400509
8.18872,85.1206,0.40056
8.1869,85.1455,0.400611
8.18509,85.1704,0.400663
8.18327,85.1953,0.400714
8.18146,85.2202,0.400765
8.17964,85.2451,0.400817
8.17783,85.27,0.400868
8.17602,85.2949,0.400919
8.17421,85.3198,0.40097
8.1724,85.3447,0.401022
8.17059,85.3696,0.401073
8.16878,85.3945,0.401124
8.16697,85.4194,0.401175
8.16517,85.4443,0.401227
8.16336,85.4692,0.401278
8.16156,85.4941,0.401329
8.15976,85.5191,0.40138
8.15795,85.544,0.401431
8.15615,85.5689,0.401482
8.15435,85.5938,0.401534
8.15255,85.6187,0.401585
8.15076,85.6436,0.401636
8.14896,85.6685,0.401687
8.14716,85.6934,0.401738
8.14537,85.7183,0.401789
8.14357,85.7432,0.40184
8.14178,85.7681,0.401891
8.13999,85.793,0.401942
8.1382,85.8179,0.401994
8.13641,85.8428,0.402045
8.13462,85.8677,0.402096
8.13283,85.8926,0.402147
8.13104,85.9175,0.402198
8.12926,85.9424,0.402249
8.12747,85.9673,0.4023
8.12569,85.9922,0.402351
8.1239,86.0171,0.402402
8.12212,86.042,0.402453
8.12034,86.0669,0.402504
8.11856,86.0918,0.402554
8.11678,86.1167,0.402605
8.115,86.1416,0.402656
8.11322,86.1665,0.402707
8.11145,86.1914,0.402758
8.10967,86.2163,0.402809
8.1079,86.2412,0.40286
8.10612,86.2661,0.402911
8.10435,86.291,0.402962
8.10258,86.3159,0.403013
8.10081,86.3408,0.403063
8.09904,86.3657,0.403114
8.09727,86.3906,0.403165
8.0955,86.4155,0.403216
8.09373,86.4404,0.403267
8.09197,86.4653,0.403317
8.0902,86.4902,0.403368
8.08844,86.5152,0.403419
8.08668,86.5401,0.40347
8.08491,86.565,0.403521
8.08315,86.5899,0.403571
8.08139,86.6148,0.403622
8.07963,86.6397,0.403673
8.07787,86.6646,0.403723
8.07612,86.6895,0.403774
8.07436,86.7144,0.403825
8.0726,86.7393,0.403876
8.07085,86.7642,0.403926
8.0691,86.7891,0.403977
8.06734,86.814,0.404028
8.06559,86.8389,0.404078
8.06384,86.8638,0.404129
8.06209,86.8887,0.404179
8.06034,86.9136,0.40423
8.05859,86.9385,0.404281
8.05685,86.9634,0.404331
8.0551,86.9883,0.404382
8.05335,87.0132,0.404432
8.05161,87.0381,0.404483
8.04987,87.063,0.404533
8.04812,87.0879,0.404584
8.04638,87.1128,0.404635
8.04464,87.1377,0.404685
8.0429,87.1626,0.404736
8.04116,87.1875,0.404786
8.03943,87.2124,0.404837
8.03769,87.2373,0.404887
8.03595,87.2622,0.404938
8.03422,87.2871,0.404988
8.03248,87.312,0.405038
8.03075,87.3369,0.405089
8.02902,87.3618,0.405139
8.02729,87.3867,0.40519
8.02556,87.4116,0.40524
8.02383,87.4365,0.405291
8.0221,87.4614,0.405341
8.02037,87.4863,0.405391
8.01865,87.5113,0.405442
8.01692,87.5362,0.405492
8.0152,87.5611,0.405542
8.01347,87.586,0.405593
8.01175,87.6109,0.405643
8.01003,87.6358,0.405693
8.00831,87.6607,0.405744
8.00659,87.6856,0.405794
8.00487,87.7105,0.405844
8.00315,87.7354,0.405895
8.00143,87.7603,0.405945
7.99971,87.7852,0.405995
7.998,87.8101,0.406045
7.99628,87.835,0.406096
7.99457,87.8599,0.406146
7.99286,87.8848,0.406196
7.99115,87.9097,0.406246
7.98943,87.9346,0.406297
7.98772,87.9595,0.406347
7.98601,87.9844,0.406397
7.98431,88.0093,0.406447
7.9826,88.0342,0.406497
7.98089,88.0591,0.406547
7.97919,88.084,0.406598
7.97748,88.1089,0.406648
7.97578,88.1338,0.406698
7.97408,88.1587,0.406748
7.97237,88.1836,0.406798
7.97067,88.2085,0.406848
7.96897,88.2334,0.406898
7.96727,88.2583,0.406948
7.96558,88.2832,0.406998
7.96388,88.3081,0.407048
7.96218,88.333,0.407098
7.96049,88.3579,0.407148
7.95879,88.3828,0.407198
7.9571,88.4077,0.407248
7.9554,88.4326,0.407298
7.95371,88.4575,0.407348
7.95202,88.4824,0.407398
7.95033,88.5074,0.407448
7.94864,88.5323,0.407498
7.94695,88.5572,0.407548
7.94526,88.5821,0.407598
7.94358,88.607,0.407648
7.94189,88.6319,0.407698
7.94021,88.6568,0.407748
7.93852,88.6817,0.407798
7.93684,88.7066,0.407848
7.93516,88.7315,0.407898
7.93348,88.7564,0.407948
7.9318,88.7813,0.407998
7.93012,88.8062,0.408047
7.92844,88.8311,0.408097
7.92676,88.856,0.408147
7.92508,88.8809,0.408197
7.92341,88.9058,0.408247
7.92173,88.9307,0.408297
7.92006,88.9556,0.408346
7.91838,88.9805,0.408396
7.91671,89.0054,0.408446
7.91504,89.0303,0.408496
7.91337,89.0552,0.408545
7.9117,89.0801,0.408595
7.91003,89.105,0.408645
7.90836,89.1299,0.408695
7.90669,89.1548,0.408744
7.90503,89.1797,0.408794
7.90336,89.2046,0.408844
7.9017,89.2295,0.408894
7.90003,89.2544,0.408943
7.89837,89.2793,0.408993
7.89671,89.3042,0.409043
7.89505,89.3291,0.409092
7.89339,89.354,0.409142
7.89173,89.3789,0.409192
7.89007,89.4038,0.409241
7.88841,89.4287,0.409291
7.88676,89.4536,0.40934
7.8851,89.4785,0.40939
7.88344,89.5035,0.40944
7.88179,89.5284,0.409489
7.88014,89.5533,0.409539
7.87848,89.5782,0.409588
7.87683,89.6031,0.409638
7.87518,89.628,0.409687
7.87353,89.6529,0.409737
7.87188,89.6778,0.409786
7.87023,89.7027,0.409836
7.86859,89.7276,0.409885
7.86694,89.7525,0.409935
7.8653,89.7774,0.409984
7.86365,89.8023,0.410034
7.86201,89.8272,0.410083
7.86036,89.8521,0.410133
7.85872,89.877,0.410182
7.85708,89.9019,0.410232
7.85544,89.9268,0.410281
7.8538,89.9517,0.410331
7.85216,89.9766,0.41038
7.85052,90.0015,0.410429
7.84889,90.0264,0.410479
7.84725,90.0513,0.410528
7.84561,90.0762,0.410577
7.84398,90.1011,0.410627
7.84235,90.126,0.410676
7.84071,90.1509,0.410725
7.83908,90.1758,0.410775
7.83745,90.2007,0.410824
7.83582,90.2256,0.410873
7.83419,90.2505,0.410923
7.83256,90.2754,0.410972
7.83093,90.3003,0.411021
7.82931,90.3252,0.411071
7.82768,90.3501,0.41112
7.82606,90.375,0.411169
7.82443,90.3999,0.411218
7.82281,90.4248,0.411268
7.82119,90.4497,0.411317
7.81956,90.4746,0.411366
7.81794,90.4995,0.411415
7.81632,90.5245,0.411464
7.8147,90.5494,0.411514
7.81308,90.5743,0.411563
7.81147,90.5992,0.411612
7.80985,90.6241,0.411661
7.80823,90.649,0.41171
7.80662,90.6739,0.411759
7.805,90.6988,0.411809
7.80339,90.7237,0.411858
7.80178,90.7486,0.411907
7.80017,90.7735,0.411956
7.79856,90.7984,0.412005
7.79695,90.8233,0.412054
7.79534,90.8482,0.412103
7.79373,90.8731,0.412152
7.79212,90.898,0.412201
7.79051,90.9229,0.41225
7.78891,90.9478,0.412299
7.7873,90.9727,0.412348
7.7857,90.9976,0.412397
7.78409,91.0225,0.412446
7.78249,91.0474,0.412495
7.78089,91.0723,0.412544
7.77929,91.0972,0.412593
7.77769,91.1221,0.412642
7.77609,91.147,0.412691
7.77449,91.1719,0.41274
7.77289,91.1968,0.412789
7.7713,91.2217,0.412838
7.7697,91.2466,0.412887
7.7681,91.2715,0.412936
7.76651,91.2964,0.412985
7.76492,91.3213,0.413034
7.76332,91.3462,0.413083
7.76173,91.3711,0.413132
7.76014,91.396,0.41318
7.75855,91.4209,0.413229
7.75696,91.4458,0.413278
7.75537,91.4707,0.413327
7.75378,91.4956,0.413376
7.7522,91.5206,0.413425
7.75061,91.5455,0.413473
7.74902,91.5704,0.413522
7.74744,91.5953,0.413571
7.74586,91.6202,0.41362
7.74427,91.6451,0.413669
7.74269,91.67,0.413717
7.74111,91.6949,0.413766
7.73953,91.7198,0.413815
7.73795,91.7447,0.413864
7.73637,91.7696,0.413912
7.73479,91.7945,0.413961
7.73321,91.8194,0.41401
7.73164,91.8443,0.414058
7.73006,91.8692,0.414107
7.72849,91.8941,0.414156
7.72691,91.919,0.414204
7.72534,91.9439,0.414253
7.72376,91.9688,0.414302
7.72219,91.9937,0.41435
7.72062,92.0186,0.414399
7.71905,92.0435,0.414448
7.71748,92.0684,0.414496
7.71591,92.0933,0.414545
7.71435,92.1182,0.414593
7.71278,92.1431,0.414642
7.71121,92.168,0.414691
7.70965,92.1929,0.414739
7.70808,92.2178,0.414788
7.70652,92.2427,0.414836
7.70496,92.2676,0.414885
7.70339,92.2925,0.414933
7.70183,92.3174,0.414982
7.70027,92.3423,0.41503
7.69871,92.3672,0.415079
7.69715,92.3921,0.415127
7.69559,92.417,0.415176
7.69404,92.4419,0.415224
7.69248,92.4668,0.415273
7.69092,92.4917,0.415321
7.68937,92.5167,0.41537
7.68781,92.5416,0.415418
7.68626,92.5665,0.415467
7.68471,92.5914,0.415515
7.68316,92.6163,0.415563
7.6816,92.6412,0.415612
7.68005,92.6661,0.41566
7.6785,92.691,0.415709
7.67696,92.7159,0.415757
7.67541,92.7408,0.415805
7.67386,92.7657,0.415854
7.67231,92.7906,0.415902
7.67077,92.8155,0.41595
7.66922,92.8404,0.415999
7.66768,92.8653,0.416047
7.66613,92.8902,0.416095
7.66459,92.9151,0.416144
7.66305,92.94,0.416192
7.66151,92.9649,0.41624
7.65997,92.9898,0.416289
7.65843,93.0147,0.416337
7.65689,93.0396,0.416385
7.65535,93.0645,0.416433
7.65382,93.0894,0.416482
7.65228,93.1143,0.41653
7.65074,93.1392,0.416578
7.64921,93.1641,0.416626
7.64767,93.189,0.416674
7.64614,93.2139,0.416723
7.64461,93.2388,0.416771
7.64308,93.2637,0.416819
7.64155,93.2886,0.416867
7.64002,93.3135,0.416915
7.63849,93.3384,0.416964
7.63696,93.3633,0.417012
7.63543,93.3882,0.41706
7.6339,93.4131,0.417108
7.63238,93.438,0.417156
7.63085,93.4629,0.417204
7.62932,93.4878,0.417252
7.6278,93.5128,0.4173
7.62628,93.5377,0.417348
7.62475,93.5626,0.417396
7.62323,93.5875,0.417445
7.62171,93.6124,0.417493
7.62019,93.6373,0.417541
7.61867,93.6622,0.417589
7.61715,93.6871,0.417637
7.61563,93.712,0.417685
7.61412,93.7369,0.417733
7.6126,93.7618,0.417781
7.61109,93.7867,0.417829
7.60957,93.8116,0.417877
7.60806,93.8365,0.417925
7.60654,93.8614,0.417973
7.60503,93.8863,0.41802
7.60352,93.9112,0.418068
7.60201,93.9361,0.418116
7.6005,93.961,0.418164
7.59899,93.9859,0.418212
7.59748,94.0108,0.41826
7.59597,94.0357,0.418308
7.59446,94.0606,0.418356
7.59295,94.0855,0.418404
7.59145,94.1104,0.418452
7.58994,94.1353,0.4185
7.58844,94.1602,0.418547
7.58694,94.1851,0.418595
7.58543,94.21,0.418643
7.58393,94.2349,0.418691
7.58243,94.2598,0.418739
7.58093,94.2847,0.418786
7.57943,94.3096,0.418834
7.57793,94.3345,0.418882
7.57643,94.3594,0.41893
7.57493,94.3843,0.418978
7.57344,94.4092,0.419025
7.57194,94.4341,0.419073
7.57044,94.459,0.419121
7.56895,94.4839,0.419169
7.56746,94.5089,0.419216
7.56596,94.5338,0.419264
7.56447,94.5587,0.419312
7.56298,94.5836,0.419359
7.56149,94.6085,0.419407
7.56,94.6334,0.419455
7.55851,94.6583,0.419503
7.55702,94.6832,0.41955
7.55553,94.7081,0.419598
7.55404,94.733,0.419645
7.55256,94.7579,0.419693
7.55107,94.7828,0.419741
7.54958,94.8077,0.419788
7.5481,94.8326,0.419836
7.54662,94.8575,0.419884
7.54513,94.8824,0.419931
7.54365,94.9073,0.419979
7.54217,94.9322,0.420026
7.54069,94.9571,0.420074
7.53921,94.982,0.420121
7.53773,95.0069,0.420169
7.53625,95.0318,0.420217
7.53477,95.0567,0.420264
7.5333,95.0816,0.420312
7.53182,95.1065,0.420359
7.53034,95.1314,0.420407
7.52887,95.1563,0.420454
7.52739,95.1812,0.420502
7.52592,95.2061,0.420549
7.52445,95.231,0.420597
7.52298,95.2559,0.420644
7.5215,95.2808,0.420691
